DATE,BAMLEMCBPITRIV
2003-11-10,162.26
2003-11-11,162.29
2003-11-12,162.48
2003-11-13,162.97
2003-11-14,163.37
2003-11-17,163.67
2003-11-18,163.58
2003-11-19,163.54
2003-11-20,163.72
2003-11-21,164.12
2003-11-24,163.78
2003-11-25,163.98
2003-11-26,163.95
2003-11-27,163.95
2003-11-28,163.68
2003-11-30,163.74
2003-12-01,163.27
2003-12-02,163.48
2003-12-03,163.78
2003-12-04,163.9
2003-12-05,164.51
2003-12-08,164.65
2003-12-09,164.73
2003-12-10,164.7
2003-12-11,164.79
2003-12-12,165.15
2003-12-15,165.09
2003-12-16,165.34
2003-12-17,165.75
2003-12-18,165.84
2003-12-19,166.13
2003-12-22,166.31
2003-12-23,166.05
2003-12-24,166.21
2003-12-26,166.31
2003-12-29,166.26
2003-12-30,166.15
2003-12-31,166.18
2004-01-02,165.8
2004-01-05,166.07
2004-01-06,166.73
2004-01-07,166.99
2004-01-08,167.24
2004-01-09,168.03
2004-01-12,168.59
2004-01-13,168.65
2004-01-14,168.81
2004-01-15,168.93
2004-01-16,168.84
2004-01-19,168.93
2004-01-20,168.72
2004-01-21,168.7
2004-01-22,168.9
2004-01-23,168.92
2004-01-26,168.39
2004-01-27,168.56
2004-01-28,168.48
2004-01-29,167.5
2004-01-30,167.64
2004-01-31,167.65
2004-02-02,167.58
2004-02-03,167.66
2004-02-04,167.82
2004-02-05,167.73
2004-02-06,167.85
2004-02-09,168.17
2004-02-10,168.18
2004-02-11,168.37
2004-02-12,168.71
2004-02-13,168.85
2004-02-16,168.95
2004-02-17,169.0
2004-02-18,169.2
2004-02-19,169.01
2004-02-20,168.79
2004-02-23,168.94
2004-02-24,169.27
2004-02-25,169.38
2004-02-26,169.26
2004-02-27,169.5
2004-02-29,169.56
2004-03-01,169.68
2004-03-02,169.62
2004-03-03,169.37
2004-03-04,169.61
2004-03-05,170.53
2004-03-08,171.11
2004-03-09,171.74
2004-03-10,171.78
2004-03-11,171.8
2004-03-12,171.57
2004-03-15,171.54
2004-03-16,171.53
2004-03-17,172.02
2004-03-18,171.95
2004-03-19,171.9
2004-03-22,172.1
2004-03-23,172.22
2004-03-24,172.4
2004-03-25,172.36
2004-03-26,172.13
2004-03-29,171.69
2004-03-30,171.86
2004-03-31,172.21
2004-04-01,172.01
2004-04-02,170.85
2004-04-05,170.38
2004-04-06,170.56
2004-04-07,170.74
2004-04-08,170.67
2004-04-12,170.58
2004-04-13,170.22
2004-04-14,169.67
2004-04-15,169.37
2004-04-16,169.61
2004-04-19,169.72
2004-04-20,169.45
2004-04-21,168.85
2004-04-22,168.82
2004-04-23,168.58
2004-04-26,168.74
2004-04-27,168.62
2004-04-28,168.06
2004-04-29,167.28
2004-04-30,167.23
2004-05-03,167.14
2004-05-04,166.9
2004-05-05,166.65
2004-05-06,165.75
2004-05-07,164.24
2004-05-10,163.64
2004-05-11,163.61
2004-05-12,163.49
2004-05-13,163.35
2004-05-14,163.7
2004-05-17,164.3
2004-05-18,164.54
2004-05-19,164.47
2004-05-20,164.59
2004-05-21,164.71
2004-05-24,164.76
2004-05-25,165.06
2004-05-26,165.34
2004-05-27,165.77
2004-05-28,165.64
2004-05-31,165.71
2004-06-01,165.34
2004-06-02,165.25
2004-06-03,165.26
2004-06-04,165.08
2004-06-07,165.31
2004-06-08,165.33
2004-06-09,165.2
2004-06-10,165.03
2004-06-11,165.1
2004-06-14,164.83
2004-06-15,165.55
2004-06-16,165.56
2004-06-17,165.79
2004-06-18,166.1
2004-06-21,166.23
2004-06-22,166.28
2004-06-23,166.32
2004-06-24,166.84
2004-06-25,166.8
2004-06-28,166.49
2004-06-29,166.59
2004-06-30,167.06
2004-07-01,167.41
2004-07-02,168.25
2004-07-05,168.36
2004-07-06,168.53
2004-07-07,168.53
2004-07-08,168.46
2004-07-09,168.44
2004-07-12,168.67
2004-07-13,168.6
2004-07-14,168.77
2004-07-15,168.9
2004-07-16,169.77
2004-07-19,170.05
2004-07-20,169.9
2004-07-21,169.36
2004-07-22,169.46
2004-07-23,169.64
2004-07-26,169.52
2004-07-27,169.1
2004-07-28,168.93
2004-07-29,169.16
2004-07-30,169.76
2004-07-31,169.77
2004-08-02,170.04
2004-08-03,170.21
2004-08-04,170.45
2004-08-05,170.69
2004-08-06,171.71
2004-08-09,171.85
2004-08-10,171.89
2004-08-11,171.79
2004-08-12,171.94
2004-08-13,172.33
2004-08-16,172.35
2004-08-17,172.69
2004-08-18,172.89
2004-08-19,173.15
2004-08-20,173.26
2004-08-23,173.14
2004-08-24,173.28
2004-08-25,173.55
2004-08-26,173.75
2004-08-27,173.96
2004-08-30,174.24
2004-08-31,174.75
2004-09-01,174.78
2004-09-02,174.6
2004-09-03,174.09
2004-09-06,174.16
2004-09-07,174.3
2004-09-08,174.56
2004-09-09,174.77
2004-09-10,174.91
2004-09-13,175.1
2004-09-14,175.34
2004-09-15,175.41
2004-09-16,175.78
2004-09-17,175.96
2004-09-20,176.34
2004-09-21,176.39
2004-09-22,176.66
2004-09-23,176.75
2004-09-24,176.32
2004-09-27,176.49
2004-09-28,176.45
2004-09-29,176.21
2004-09-30,176.05
2004-10-01,175.89
2004-10-04,175.99
2004-10-05,176.23
2004-10-06,176.23
2004-10-07,176.11
2004-10-08,176.66
2004-10-11,176.78
2004-10-12,177.18
2004-10-13,177.41
2004-10-14,177.66
2004-10-15,177.55
2004-10-18,177.7
2004-10-19,177.77
2004-10-20,178.0
2004-10-21,178.24
2004-10-22,178.32
2004-10-25,178.54
2004-10-26,178.57
2004-10-27,178.44
2004-10-28,178.25
2004-10-29,178.55
2004-10-31,178.59
2004-11-01,178.6
2004-11-02,178.54
2004-11-03,178.7
2004-11-04,179.1
2004-11-05,178.8
2004-11-08,178.62
2004-11-09,178.67
2004-11-10,178.57
2004-11-11,178.62
2004-11-12,179.1
2004-11-15,179.36
2004-11-16,179.4
2004-11-17,179.68
2004-11-18,180.08
2004-11-19,179.9
2004-11-22,179.89
2004-11-23,179.88
2004-11-24,179.98
2004-11-25,180.0
2004-11-26,179.77
2004-11-29,179.28
2004-11-30,179.11
2004-12-01,179.11
2004-12-02,179.05
2004-12-03,179.68
2004-12-06,180.16
2004-12-07,180.31
2004-12-08,180.65
2004-12-09,180.86
2004-12-10,180.71
2004-12-13,180.75
2004-12-14,180.79
2004-12-15,181.26
2004-12-16,181.1
2004-12-17,180.85
2004-12-20,180.97
2004-12-21,181.13
2004-12-22,181.19
2004-12-23,181.18
2004-12-27,180.97
2004-12-28,180.87
2004-12-29,180.85
2004-12-30,181.15
2004-12-31,181.37
2005-01-03,181.43
2005-01-04,181.38
2005-01-05,181.21
2005-01-06,181.12
2005-01-07,181.15
2005-01-10,181.26
2005-01-11,181.19
2005-01-12,181.37
2005-01-13,181.77
2005-01-14,181.58
2005-01-17,181.7
2005-01-18,181.71
2005-01-19,181.81
2005-01-20,181.95
2005-01-21,182.23
2005-01-24,182.43
2005-01-25,182.26
2005-01-26,182.31
2005-01-27,182.29
2005-01-28,182.69
2005-01-31,182.85
2005-02-01,182.8
2005-02-02,182.93
2005-02-03,182.97
2005-02-04,183.65
2005-02-07,184.11
2005-02-08,184.31
2005-02-09,184.63
2005-02-10,184.28
2005-02-11,184.11
2005-02-14,184.26
2005-02-15,184.18
2005-02-16,183.9
2005-02-17,183.85
2005-02-18,183.5
2005-02-21,183.57
2005-02-22,183.43
2005-02-23,183.51
2005-02-24,183.48
2005-02-25,183.47
2005-02-28,183.56
2005-03-01,183.42
2005-03-02,183.37
2005-03-03,183.5
2005-03-04,183.97
2005-03-07,184.39
2005-03-08,184.16
2005-03-09,183.45
2005-03-10,183.29
2005-03-11,182.86
2005-03-14,182.62
2005-03-15,182.38
2005-03-16,182.15
2005-03-17,182.13
2005-03-18,181.95
2005-03-21,181.62
2005-03-22,181.23
2005-03-23,180.38
2005-03-24,180.35
2005-03-28,180.18
2005-03-29,180.14
2005-03-30,180.31
2005-03-31,180.78
2005-04-01,181.1
2005-04-04,181.06
2005-04-05,181.07
2005-04-06,181.5
2005-04-07,181.6
2005-04-08,181.51
2005-04-11,181.73
2005-04-12,182.14
2005-04-13,182.53
2005-04-14,182.4
2005-04-15,182.45
2005-04-18,182.31
2005-04-19,182.69
2005-04-20,182.81
2005-04-21,182.72
2005-04-22,183.0
2005-04-25,183.14
2005-04-26,183.09
2005-04-27,183.29
2005-04-28,183.61
2005-04-29,183.45
2005-04-30,183.48
2005-05-02,183.45
2005-05-03,183.66
2005-05-04,183.94
2005-05-05,184.35
2005-05-06,183.87
2005-05-09,183.95
2005-05-10,184.18
2005-05-11,184.07
2005-05-12,184.23
2005-05-13,184.46
2005-05-16,184.53
2005-05-17,184.37
2005-05-18,184.64
2005-05-19,184.63
2005-05-20,184.61
2005-05-23,185.06
2005-05-24,185.36
2005-05-25,185.51
2005-05-26,185.51
2005-05-27,185.67
2005-05-30,185.77
2005-05-31,186.32
2005-06-01,187.09
2005-06-02,187.37
2005-06-03,187.21
2005-06-06,187.05
2005-06-07,187.34
2005-06-08,187.2
2005-06-09,186.91
2005-06-10,186.57
2005-06-13,186.42
2005-06-14,186.29
2005-06-15,186.31
2005-06-16,186.49
2005-06-17,186.73
2005-06-20,186.71
2005-06-21,187.05
2005-06-22,187.8
2005-06-23,187.96
2005-06-24,188.22
2005-06-27,188.41
2005-06-28,188.15
2005-06-29,188.2
2005-06-30,188.51
2005-07-01,188.18
2005-07-04,188.24
2005-07-05,187.76
2005-07-06,187.87
2005-07-07,188.15
2005-07-08,187.97
2005-07-11,188.05
2005-07-12,188.05
2005-07-13,187.99
2005-07-14,188.0
2005-07-15,188.07
2005-07-18,188.03
2005-07-19,188.0
2005-07-20,188.07
2005-07-21,187.67
2005-07-22,187.91
2005-07-25,187.94
2005-07-26,187.86
2005-07-27,187.81
2005-07-28,188.21
2005-07-29,187.91
2005-07-31,187.96
2005-08-01,187.68
2005-08-02,187.65
2005-08-03,187.98
2005-08-04,188.08
2005-08-05,187.63
2005-08-08,187.4
2005-08-09,187.38
2005-08-10,187.65
2005-08-11,187.92
2005-08-12,188.42
2005-08-15,188.5
2005-08-16,188.86
2005-08-17,188.73
2005-08-18,188.99
2005-08-19,189.02
2005-08-22,189.08
2005-08-23,189.33
2005-08-24,189.32
2005-08-25,189.46
2005-08-26,189.38
2005-08-29,189.54
2005-08-30,189.95
2005-08-31,190.6
2005-09-01,190.97
2005-09-02,191.03
2005-09-05,191.14
2005-09-06,190.83
2005-09-07,190.61
2005-09-08,190.75
2005-09-09,190.98
2005-09-12,190.84
2005-09-13,191.15
2005-09-14,191.16
2005-09-15,190.92
2005-09-16,190.6
2005-09-19,190.8
2005-09-20,190.8
2005-09-21,191.15
2005-09-22,191.24
2005-09-23,190.9
2005-09-26,190.59
2005-09-27,190.56
2005-09-28,190.82
2005-09-29,190.81
2005-09-30,190.59
2005-10-03,190.33
2005-10-04,190.44
2005-10-05,190.48
2005-10-06,189.95
2005-10-07,189.85
2005-10-10,189.96
2005-10-11,189.95
2005-10-12,189.38
2005-10-13,188.61
2005-10-14,188.23
2005-10-17,188.44
2005-10-18,188.79
2005-10-19,188.75
2005-10-20,188.81
2005-10-21,189.18
2005-10-24,189.13
2005-10-25,188.93
2005-10-26,188.31
2005-10-27,188.34
2005-10-28,188.37
2005-10-31,188.57
2005-11-01,188.54
2005-11-02,188.38
2005-11-03,188.11
2005-11-04,187.73
2005-11-07,187.85
2005-11-08,188.41
2005-11-09,188.11
2005-11-10,188.45
2005-11-11,188.55
2005-11-14,188.48
2005-11-15,188.78
2005-11-16,189.3
2005-11-17,189.61
2005-11-18,189.38
2005-11-21,189.76
2005-11-22,189.98
2005-11-23,189.96
2005-11-24,190.08
2005-11-25,190.37
2005-11-28,190.68
2005-11-29,190.33
2005-11-30,190.2
2005-12-01,190.07
2005-12-02,190.13
2005-12-05,189.96
2005-12-06,190.38
2005-12-07,190.38
2005-12-08,190.64
2005-12-09,190.27
2005-12-12,190.29
2005-12-13,190.39
2005-12-14,190.98
2005-12-15,190.9
2005-12-16,191.07
2005-12-19,191.21
2005-12-20,191.05
2005-12-21,190.94
2005-12-22,191.38
2005-12-23,191.71
2005-12-27,192.07
2005-12-28,192.12
2005-12-29,192.06
2005-12-30,192.11
2005-12-31,192.13
2006-01-03,192.31
2006-01-04,192.69
2006-01-05,192.83
2006-01-06,192.8
2006-01-09,192.96
2006-01-10,192.64
2006-01-11,192.49
2006-01-12,192.71
2006-01-13,193.1
2006-01-16,193.2
2006-01-17,193.34
2006-01-18,193.33
2006-01-19,193.22
2006-01-20,193.38
2006-01-23,193.43
2006-01-24,193.4
2006-01-25,192.98
2006-01-26,192.55
2006-01-27,192.7
2006-01-30,192.61
2006-01-31,192.57
2006-02-01,192.37
2006-02-02,192.46
2006-02-03,192.64
2006-02-06,192.8
2006-02-07,192.74
2006-02-08,192.57
2006-02-09,192.66
2006-02-10,192.75
2006-02-13,192.88
2006-02-14,192.73
2006-02-15,192.84
2006-02-16,192.89
2006-02-17,193.31
2006-02-20,193.45
2006-02-21,193.39
2006-02-22,193.58
2006-02-23,193.53
2006-02-24,193.59
2006-02-27,193.66
2006-02-28,194.04
2006-03-01,193.88
2006-03-02,193.51
2006-03-03,193.14
2006-03-06,192.9
2006-03-07,192.45
2006-03-08,192.23
2006-03-09,192.2
2006-03-10,192.03
2006-03-13,191.99
2006-03-14,192.5
2006-03-15,192.51
2006-03-16,193.1
2006-03-17,193.15
2006-03-20,193.36
2006-03-21,193.1
2006-03-22,193.04
2006-03-23,192.95
2006-03-24,193.15
2006-03-27,193.19
2006-03-28,192.6
2006-03-29,192.18
2006-03-30,192.0
2006-03-31,191.94
2006-04-03,191.89
2006-04-04,191.94
2006-04-05,192.1
2006-04-06,191.82
2006-04-07,191.41
2006-04-10,191.28
2006-04-11,191.42
2006-04-12,191.29
2006-04-13,190.93
2006-04-17,191.1
2006-04-18,191.37
2006-04-19,191.34
2006-04-20,191.36
2006-04-21,191.49
2006-04-24,191.83
2006-04-25,191.49
2006-04-26,191.2
2006-04-27,191.38
2006-04-28,191.67
2006-04-30,191.74
2006-05-01,191.52
2006-05-02,191.51
2006-05-03,191.42
2006-05-04,191.38
2006-05-05,191.66
2006-05-08,191.82
2006-05-09,191.81
2006-05-10,191.92
2006-05-11,191.75
2006-05-12,191.38
2006-05-15,191.38
2006-05-16,191.71
2006-05-17,191.35
2006-05-18,191.64
2006-05-19,191.85
2006-05-22,191.82
2006-05-23,191.57
2006-05-24,191.4
2006-05-25,191.28
2006-05-26,191.42
2006-05-29,191.53
2006-05-30,191.35
2006-05-31,191.16
2006-06-01,191.08
2006-06-02,191.82
2006-06-05,191.78
2006-06-06,191.77
2006-06-07,191.7
2006-06-08,191.76
2006-06-09,191.81
2006-06-12,191.85
2006-06-13,191.78
2006-06-14,191.21
2006-06-15,190.87
2006-06-16,190.79
2006-06-19,190.73
2006-06-20,190.52
2006-06-21,190.29
2006-06-22,190.01
2006-06-23,189.44
2006-06-26,189.23
2006-06-27,189.3
2006-06-28,189.16
2006-06-29,189.52
2006-06-30,190.2
2006-07-03,190.35
2006-07-04,190.41
2006-07-05,190.1
2006-07-06,190.33
2006-07-07,190.83
2006-07-10,191.09
2006-07-11,191.43
2006-07-12,191.55
2006-07-13,191.66
2006-07-14,191.73
2006-07-17,191.78
2006-07-18,191.52
2006-07-19,192.02
2006-07-20,192.39
2006-07-21,192.52
2006-07-24,192.66
2006-07-25,192.71
2006-07-26,192.96
2006-07-27,193.13
2006-07-28,193.51
2006-07-31,193.79
2006-08-01,193.85
2006-08-02,194.0
2006-08-03,194.15
2006-08-04,194.52
2006-08-07,194.68
2006-08-08,194.77
2006-08-09,194.81
2006-08-10,194.87
2006-08-11,194.73
2006-08-14,194.6
2006-08-15,195.06
2006-08-16,195.51
2006-08-17,195.78
2006-08-18,196.04
2006-08-21,196.32
2006-08-22,196.54
2006-08-23,196.6
2006-08-24,196.56
2006-08-25,196.65
2006-08-28,196.75
2006-08-29,196.82
2006-08-30,197.05
2006-08-31,197.38
2006-09-01,197.53
2006-09-04,197.65
2006-09-05,197.44
2006-09-06,197.35
2006-09-07,197.36
2006-09-08,197.52
2006-09-11,197.46
2006-09-12,197.56
2006-09-13,197.66
2006-09-14,197.57
2006-09-15,197.52
2006-09-18,197.53
2006-09-19,197.93
2006-09-20,198.0
2006-09-21,198.44
2006-09-22,198.63
2006-09-25,199.03
2006-09-26,198.92
2006-09-27,198.94
2006-09-28,198.87
2006-09-29,198.89
2006-09-30,198.93
2006-10-02,199.03
2006-10-03,199.23
2006-10-04,199.58
2006-10-05,199.51
2006-10-06,199.08
2006-10-09,199.18
2006-10-10,198.81
2006-10-11,198.65
2006-10-12,198.75
2006-10-13,198.7
2006-10-16,198.9
2006-10-17,199.06
2006-10-18,199.23
2006-10-19,199.25
2006-10-20,199.33
2006-10-23,199.21
2006-10-24,199.16
2006-10-25,199.51
2006-10-26,200.0
2006-10-27,200.44
2006-10-30,200.66
2006-10-31,201.15
2006-11-01,201.61
2006-11-02,201.5
2006-11-03,200.95
2006-11-06,200.95
2006-11-07,201.34
2006-11-08,201.59
2006-11-09,201.73
2006-11-10,202.0
2006-11-13,202.06
2006-11-14,202.25
2006-11-15,202.11
2006-11-16,201.88
2006-11-17,202.2
2006-11-20,202.3
2006-11-21,202.42
2006-11-22,202.53
2006-11-23,202.55
2006-11-24,202.74
2006-11-27,202.93
2006-11-28,203.07
2006-11-29,203.09
2006-11-30,203.65
2006-12-01,203.98
2006-12-04,204.19
2006-12-05,204.31
2006-12-06,204.27
2006-12-07,204.29
2006-12-08,203.9
2006-12-11,204.18
2006-12-12,204.44
2006-12-13,204.04
2006-12-14,203.96
2006-12-15,203.93
2006-12-18,204.12
2006-12-19,204.09
2006-12-20,204.18
2006-12-21,204.46
2006-12-22,204.1
2006-12-26,204.29
2006-12-27,204.04
2006-12-28,203.88
2006-12-29,203.86
2006-12-31,203.92
2007-01-02,204.04
2007-01-03,204.34
2007-01-04,204.69
2007-01-05,204.58
2007-01-08,204.54
2007-01-09,204.51
2007-01-10,204.22
2007-01-11,203.95
2007-01-12,203.77
2007-01-15,203.89
2007-01-16,204.06
2007-01-17,203.97
2007-01-18,204.25
2007-01-19,204.16
2007-01-22,204.37
2007-01-23,204.21
2007-01-24,204.18
2007-01-25,203.88
2007-01-26,203.72
2007-01-29,203.72
2007-01-30,203.58
2007-01-31,203.91
2007-02-01,203.91
2007-02-02,204.09
2007-02-05,204.48
2007-02-06,204.83
2007-02-07,205.09
2007-02-08,205.17
2007-02-09,204.94
2007-02-12,204.92
2007-02-13,204.79
2007-02-14,205.43
2007-02-15,205.77
2007-02-16,205.96
2007-02-19,206.07
2007-02-20,206.15
2007-02-21,206.16
2007-02-22,205.99
2007-02-23,206.39
2007-02-26,206.85
2007-02-27,207.3
2007-02-28,207.15
2007-03-01,207.12
2007-03-02,207.27
2007-03-05,207.03
2007-03-06,206.95
2007-03-07,207.17
2007-03-08,207.31
2007-03-09,206.98
2007-03-12,207.31
2007-03-13,207.67
2007-03-14,207.52
2007-03-15,207.42
2007-03-16,207.36
2007-03-19,207.41
2007-03-20,207.59
2007-03-21,207.87
2007-03-22,207.74
2007-03-23,207.64
2007-03-26,207.86
2007-03-27,207.88
2007-03-28,207.78
2007-03-29,207.72
2007-03-30,207.76
2007-03-31,207.77
2007-04-02,207.87
2007-04-03,207.79
2007-04-04,207.96
2007-04-05,207.93
2007-04-09,207.86
2007-04-10,207.84
2007-04-11,207.84
2007-04-12,207.81
2007-04-13,207.71
2007-04-16,207.97
2007-04-17,208.4
2007-04-18,208.73
2007-04-19,208.77
2007-04-20,208.83
2007-04-23,209.2
2007-04-24,209.39
2007-04-25,209.35
2007-04-26,209.14
2007-04-27,209.05
2007-04-30,209.63
2007-05-01,209.65
2007-05-02,209.58
2007-05-03,209.48
2007-05-04,209.6
2007-05-07,209.76
2007-05-08,209.89
2007-05-09,209.71
2007-05-10,209.84
2007-05-11,209.73
2007-05-14,209.66
2007-05-15,209.46
2007-05-16,209.56
2007-05-17,209.44
2007-05-18,209.18
2007-05-21,209.32
2007-05-22,209.23
2007-05-23,209.04
2007-05-24,209.04
2007-05-25,208.91
2007-05-29,208.86
2007-05-30,208.79
2007-05-31,208.8
2007-06-01,208.51
2007-06-04,208.72
2007-06-05,208.44
2007-06-06,208.32
2007-06-07,207.43
2007-06-08,206.74
2007-06-11,206.8
2007-06-12,206.07
2007-06-13,206.11
2007-06-14,206.08
2007-06-15,206.46
2007-06-18,206.88
2007-06-19,207.34
2007-06-20,207.27
2007-06-21,206.95
2007-06-22,207.14
2007-06-25,207.43
2007-06-26,207.22
2007-06-27,207.26
2007-06-28,206.9
2007-06-29,207.29
2007-06-30,207.33
2007-07-02,207.57
2007-07-03,207.48
2007-07-04,207.44
2007-07-05,206.98
2007-07-06,206.7
2007-07-09,206.9
2007-07-10,207.43
2007-07-11,207.14
2007-07-12,206.99
2007-07-13,207.05
2007-07-16,207.48
2007-07-17,207.33
2007-07-18,207.62
2007-07-19,207.46
2007-07-20,207.75
2007-07-23,207.64
2007-07-24,207.31
2007-07-25,207.25
2007-07-26,207.21
2007-07-27,206.55
2007-07-30,205.77
2007-07-31,205.75
2007-08-01,205.75
2007-08-02,205.9
2007-08-03,206.26
2007-08-06,206.14
2007-08-07,206.19
2007-08-08,205.99
2007-08-09,206.18
2007-08-10,206.1
2007-08-13,206.25
2007-08-14,206.16
2007-08-15,205.95
2007-08-16,206.04
2007-08-17,205.51
2007-08-20,205.51
2007-08-21,205.54
2007-08-22,205.56
2007-08-23,205.78
2007-08-24,205.84
2007-08-27,206.33
2007-08-28,206.63
2007-08-29,206.55
2007-08-30,206.79
2007-08-31,206.61
2007-09-03,206.69
2007-09-04,206.7
2007-09-05,207.1
2007-09-06,207.25
2007-09-07,207.84
2007-09-10,208.15
2007-09-11,207.95
2007-09-12,207.88
2007-09-13,207.69
2007-09-14,207.89
2007-09-17,208.08
2007-09-18,208.16
2007-09-19,208.48
2007-09-20,208.02
2007-09-21,208.18
2007-09-24,208.56
2007-09-25,208.66
2007-09-26,208.79
2007-09-27,208.91
2007-09-28,208.85
2007-09-30,208.92
2007-10-01,208.88
2007-10-02,209.18
2007-10-03,208.99
2007-10-04,208.73
2007-10-05,208.36
2007-10-08,208.51
2007-10-09,208.79
2007-10-10,209.15
2007-10-11,209.4
2007-10-12,209.35
2007-10-15,209.54
2007-10-16,209.66
2007-10-17,210.24
2007-10-18,210.53
2007-10-19,211.1
2007-10-22,211.14
2007-10-23,211.22
2007-10-24,211.64
2007-10-25,211.48
2007-10-26,211.34
2007-10-29,211.6
2007-10-30,211.5
2007-10-31,211.17
2007-11-01,211.4
2007-11-02,211.87
2007-11-05,211.71
2007-11-06,211.32
2007-11-07,211.49
2007-11-08,211.48
2007-11-09,211.51
2007-11-12,211.55
2007-11-13,211.07
2007-11-14,210.82
2007-11-15,211.21
2007-11-16,211.1
2007-11-19,211.41
2007-11-20,211.01
2007-11-21,210.9
2007-11-22,210.9
2007-11-23,210.49
2007-11-26,211.02
2007-11-27,210.09
2007-11-28,209.96
2007-11-29,210.22
2007-11-30,210.3
2007-12-03,210.84
2007-12-04,211.02
2007-12-05,210.73
2007-12-06,210.21
2007-12-07,209.65
2007-12-10,209.62
2007-12-11,210.34
2007-12-12,210.17
2007-12-13,209.72
2007-12-14,209.34
2007-12-17,209.56
2007-12-18,209.9
2007-12-19,210.14
2007-12-20,210.37
2007-12-21,209.62
2007-12-24,209.69
2007-12-26,209.36
2007-12-27,209.85
2007-12-28,210.2
2007-12-31,210.66
2008-01-02,211.47
2008-01-03,211.51
2008-01-04,211.79
2008-01-07,212.02
2008-01-08,212.04
2008-01-09,212.12
2008-01-10,211.57
2008-01-11,211.92
2008-01-14,211.79
2008-01-15,212.15
2008-01-16,212.04
2008-01-17,212.23
2008-01-18,211.94
2008-01-21,212.04
2008-01-22,212.32
2008-01-23,212.14
2008-01-24,211.35
2008-01-25,211.9
2008-01-28,211.97
2008-01-29,211.82
2008-01-30,211.6
2008-01-31,211.79
2008-02-01,212.18
2008-02-04,212.16
2008-02-05,212.53
2008-02-06,212.5
2008-02-07,211.81
2008-02-08,211.94
2008-02-11,211.99
2008-02-12,211.69
2008-02-13,211.58
2008-02-14,211.09
2008-02-15,211.18
2008-02-18,211.23
2008-02-19,210.59
2008-02-20,210.29
2008-02-21,210.67
2008-02-22,210.51
2008-02-25,210.25
2008-02-26,210.53
2008-02-27,210.77
2008-02-28,211.51
2008-02-29,212.31
2008-03-03,212.32
2008-03-04,212.16
2008-03-05,211.59
2008-03-06,211.86
2008-03-07,211.96
2008-03-10,212.24
2008-03-11,211.12
2008-03-12,211.67
2008-03-13,211.1
2008-03-14,211.66
2008-03-17,211.93
2008-03-18,211.18
2008-03-19,211.62
2008-03-20,211.56
2008-03-24,210.83
2008-03-25,210.52
2008-03-26,210.63
2008-03-27,210.42
2008-03-28,210.55
2008-03-31,210.58
2008-04-01,210.19
2008-04-02,210.11
2008-04-03,210.16
2008-04-04,210.77
2008-04-07,210.64
2008-04-08,211.08
2008-04-09,211.62
2008-04-10,211.44
2008-04-11,211.82
2008-04-14,211.86
2008-04-15,211.77
2008-04-16,211.32
2008-04-17,211.36
2008-04-18,211.46
2008-04-21,211.83
2008-04-22,211.9
2008-04-23,212.02
2008-04-24,211.73
2008-04-25,211.84
2008-04-28,212.2
2008-04-29,212.52
2008-04-30,213.08
2008-05-01,213.11
2008-05-02,213.03
2008-05-05,213.28
2008-05-06,213.38
2008-05-07,213.61
2008-05-08,214.01
2008-05-09,214.28
2008-05-12,214.36
2008-05-13,213.96
2008-05-14,213.83
2008-05-15,214.18
2008-05-16,214.28
2008-05-19,214.53
2008-05-20,215.1
2008-05-21,214.94
2008-05-22,214.4
2008-05-23,214.78
2008-05-26,214.88
2008-05-27,214.31
2008-05-28,214.25
2008-05-29,213.91
2008-05-30,214.1
2008-05-31,214.13
2008-06-02,214.62
2008-06-03,214.89
2008-06-04,214.7
2008-06-05,214.36
2008-06-06,214.77
2008-06-09,214.29
2008-06-10,213.46
2008-06-11,213.28
2008-06-12,212.73
2008-06-13,212.26
2008-06-16,212.17
2008-06-17,212.33
2008-06-18,212.72
2008-06-19,212.32
2008-06-20,212.73
2008-06-23,212.43
2008-06-24,212.5
2008-06-25,212.23
2008-06-26,212.5
2008-06-27,212.38
2008-06-30,212.28
2008-07-01,211.97
2008-07-02,212.0
2008-07-03,211.87
2008-07-04,211.97
2008-07-07,211.88
2008-07-08,211.71
2008-07-09,211.94
2008-07-10,211.9
2008-07-11,211.3
2008-07-14,211.95
2008-07-15,211.7
2008-07-16,211.34
2008-07-17,210.94
2008-07-18,210.71
2008-07-21,210.93
2008-07-22,210.59
2008-07-23,210.62
2008-07-24,211.35
2008-07-25,210.84
2008-07-28,211.3
2008-07-29,211.22
2008-07-30,211.41
2008-07-31,211.7
2008-08-01,211.9
2008-08-04,211.86
2008-08-05,211.64
2008-08-06,211.54
2008-08-07,212.25
2008-08-08,211.95
2008-08-11,211.77
2008-08-12,212.07
2008-08-13,212.01
2008-08-14,212.34
2008-08-15,212.43
2008-08-18,212.72
2008-08-19,212.61
2008-08-20,212.72
2008-08-21,212.49
2008-08-22,212.2
2008-08-25,212.73
2008-08-26,212.78
2008-08-27,212.75
2008-08-28,212.68
2008-08-29,212.63
2008-08-31,212.68
2008-09-01,212.78
2008-09-02,213.1
2008-09-03,212.99
2008-09-04,213.09
2008-09-05,212.69
2008-09-08,212.77
2008-09-09,212.59
2008-09-10,211.98
2008-09-11,211.69
2008-09-12,210.58
2008-09-15,210.81
2008-09-16,208.5
2008-09-17,206.99
2008-09-18,205.14
2008-09-19,203.01
