DATE,BAMLHYH0A1BBTRIV
2001-11-12,137.69
2001-11-13,137.62
2001-11-14,137.58
2001-11-15,137.57
2001-11-16,137.87
2001-11-19,138.4
2001-11-20,138.44
2001-11-21,138.69
2001-11-22,138.73
2001-11-23,138.88
2001-11-26,139.01
2001-11-27,139.44
2001-11-28,139.71
2001-11-29,140.24
2001-11-30,140.21
2001-12-03,140.29
2001-12-04,140.28
2001-12-05,139.81
2001-12-06,139.6
2001-12-07,139.39
2001-12-10,138.37
2001-12-11,138.23
2001-12-12,137.83
2001-12-13,138.22
2001-12-14,137.49
2001-12-17,137.41
2001-12-18,137.96
2001-12-19,138.13
2001-12-20,138.19
2001-12-21,138.25
2001-12-24,138.27
2001-12-26,138.24
2001-12-27,138.67
2001-12-28,138.64
2001-12-31,138.86
2002-01-02,138.56
2002-01-03,139.15
2002-01-04,139.36
2002-01-07,139.75
2002-01-08,139.85
2002-01-09,140.0
2002-01-10,140.35
2002-01-11,140.52
2002-01-14,140.53
2002-01-15,140.46
2002-01-16,140.2
2002-01-17,139.81
2002-01-18,139.85
2002-01-21,139.95
2002-01-22,139.81
2002-01-23,139.56
2002-01-24,139.31
2002-01-25,139.35
2002-01-28,139.29
2002-01-29,139.12
2002-01-30,139.01
2002-01-31,138.9
2002-02-01,139.01
2002-02-04,139.01
2002-02-05,138.72
2002-02-06,138.19
2002-02-07,138.34
2002-02-08,138.4
2002-02-11,138.44
2002-02-12,138.31
2002-02-13,138.29
2002-02-14,138.25
2002-02-15,138.3
2002-02-18,138.4
2002-02-19,138.04
2002-02-20,137.43
2002-02-21,137.59
2002-02-22,137.46
2002-02-25,137.27
2002-02-26,137.61
2002-02-27,138.22
2002-02-28,138.08
2002-03-01,137.97
2002-03-04,138.28
2002-03-05,139.02
2002-03-06,139.43
2002-03-07,139.65
2002-03-08,139.86
2002-03-11,139.96
2002-03-12,140.16
2002-03-13,140.32
2002-03-14,140.04
2002-03-15,140.15
2002-03-18,140.61
2002-03-19,140.86
2002-03-20,140.95
2002-03-21,140.92
2002-03-22,140.99
2002-03-25,141.14
2002-03-26,140.97
2002-03-27,141.19
2002-03-28,141.06
2002-03-31,141.16
2002-04-01,141.21
2002-04-02,141.49
2002-04-03,141.58
2002-04-04,141.61
2002-04-05,141.85
2002-04-08,141.84
2002-04-09,142.0
2002-04-10,142.31
2002-04-11,142.44
2002-04-12,142.53
2002-04-15,142.58
2002-04-16,142.46
2002-04-17,142.64
2002-04-18,142.75
2002-04-19,142.77
2002-04-22,142.91
2002-04-23,143.15
2002-04-24,143.52
2002-04-25,143.53
2002-04-26,143.52
2002-04-29,143.57
2002-04-30,143.8
2002-05-01,143.93
2002-05-02,143.73
2002-05-03,143.81
2002-05-06,143.72
2002-05-07,143.63
2002-05-08,143.29
2002-05-09,143.53
2002-05-10,143.63
2002-05-13,143.17
2002-05-14,143.03
2002-05-15,143.21
2002-05-16,143.26
2002-05-17,142.89
2002-05-20,143.03
2002-05-21,143.19
2002-05-22,143.35
2002-05-23,143.46
2002-05-24,143.53
2002-05-27,143.63
2002-05-28,143.65
2002-05-29,143.9
2002-05-30,144.03
2002-05-31,143.99
2002-06-03,144.2
2002-06-04,144.05
2002-06-05,144.41
2002-06-06,144.51
2002-06-07,144.39
2002-06-10,144.29
2002-06-11,144.18
2002-06-12,143.88
2002-06-13,144.08
2002-06-14,143.86
2002-06-17,143.63
2002-06-18,143.55
2002-06-19,143.56
2002-06-20,143.08
2002-06-21,142.44
2002-06-24,141.57
2002-06-25,141.31
2002-06-26,132.94
2002-06-27,132.19
2002-06-28,132.19
2002-06-30,132.26
2002-07-01,132.49
2002-07-02,131.43
2002-07-03,131.02
2002-07-04,131.06
2002-07-05,130.64
2002-07-08,130.76
2002-07-09,131.84
2002-07-10,131.59
2002-07-11,129.75
2002-07-12,130.08
2002-07-15,130.08
2002-07-16,129.65
2002-07-17,129.68
2002-07-18,130.35
2002-07-19,130.1
2002-07-22,129.47
2002-07-23,128.44
2002-07-24,127.28
2002-07-25,127.62
2002-07-26,127.03
2002-07-29,126.7
2002-07-30,126.5
2002-07-31,126.5
2002-08-01,126.88
2002-08-02,126.92
2002-08-05,126.71
2002-08-06,126.27
2002-08-07,126.41
2002-08-08,125.8
2002-08-09,126.04
2002-08-12,125.94
2002-08-13,125.8
2002-08-14,125.36
2002-08-15,125.39
2002-08-16,125.07
2002-08-19,125.22
2002-08-20,125.93
2002-08-21,126.28
2002-08-22,126.84
2002-08-23,127.29
2002-08-26,128.0
2002-08-27,128.03
2002-08-28,128.47
2002-08-29,128.6
2002-08-30,128.7
2002-08-31,128.73
2002-09-02,128.76
2002-09-03,129.12
2002-09-04,129.19
2002-09-05,129.25
2002-09-06,128.95
2002-09-09,129.06
2002-09-10,129.29
2002-09-11,129.27
2002-09-12,129.46
2002-09-13,129.95
2002-09-16,129.94
2002-09-17,130.11
2002-09-18,130.01
2002-09-19,129.64
2002-09-20,129.26
2002-09-23,128.83
2002-09-24,128.34
2002-09-25,128.21
2002-09-26,128.32
2002-09-27,128.26
2002-09-30,127.93
2002-10-01,127.46
2002-10-02,127.53
2002-10-03,127.17
2002-10-04,126.95
2002-10-07,126.48
2002-10-08,125.78
2002-10-09,125.12
2002-10-10,124.66
2002-10-11,124.49
2002-10-14,124.57
2002-10-15,124.84
2002-10-16,124.85
2002-10-17,124.74
2002-10-18,124.51
2002-10-21,124.63
2002-10-22,124.65
2002-10-23,124.76
2002-10-24,125.35
2002-10-25,125.55
2002-10-28,126.01
2002-10-29,126.43
2002-10-30,126.52
2002-10-31,127.08
2002-11-01,127.12
2002-11-04,127.43
2002-11-05,127.66
2002-11-06,128.43
2002-11-07,128.88
2002-11-08,128.91
2002-11-11,129.0
2002-11-12,129.14
2002-11-13,129.3
2002-11-14,129.12
2002-11-15,129.52
2002-11-18,130.14
2002-11-19,130.64
2002-11-20,130.72
2002-11-21,131.45
2002-11-22,131.79
2002-11-25,131.88
2002-11-26,132.12
2002-11-27,131.89
2002-11-28,131.92
2002-11-29,132.06
2002-11-30,132.1
2002-12-02,132.65
2002-12-03,132.76
2002-12-04,132.51
2002-12-05,132.46
2002-12-06,132.38
2002-12-09,132.41
2002-12-10,132.71
2002-12-11,132.86
2002-12-12,132.99
2002-12-13,133.03
2002-12-16,133.08
2002-12-17,133.19
2002-12-18,133.35
2002-12-19,133.55
2002-12-20,133.62
2002-12-23,133.76
2002-12-24,133.88
2002-12-26,134.01
2002-12-27,134.2
2002-12-30,134.38
2002-12-31,134.41
2003-01-02,134.26
2003-01-03,134.5
2003-01-06,135.03
2003-01-07,135.96
2003-01-08,136.73
2003-01-09,136.94
2003-01-10,137.5
2003-01-13,137.74
2003-01-14,137.86
2003-01-15,137.67
2003-01-16,137.54
2003-01-17,137.52
2003-01-20,137.62
2003-01-21,137.69
2003-01-22,137.55
2003-01-23,137.56
2003-01-24,137.75
2003-01-27,137.29
2003-01-28,137.26
2003-01-29,137.13
2003-01-30,137.22
2003-01-31,137.33
2003-02-03,137.35
2003-02-04,137.44
2003-02-05,137.25
2003-02-06,137.01
2003-02-07,136.92
2003-02-10,136.87
2003-02-11,137.07
2003-02-12,136.61
2003-02-13,136.16
2003-02-14,136.18
2003-02-17,136.27
2003-02-18,136.39
2003-02-19,136.81
2003-02-20,136.95
2003-02-21,137.17
2003-02-24,137.43
2003-02-25,137.71
2003-02-26,137.68
2003-02-27,137.87
2003-02-28,138.47
2003-03-03,138.95
2003-03-04,138.93
2003-03-05,139.17
2003-03-06,139.19
2003-03-07,139.23
2003-03-10,139.39
2003-03-11,139.43
2003-03-12,139.31
2003-03-13,139.21
2003-03-14,139.34
2003-03-17,139.31
2003-03-18,139.39
2003-03-19,138.68
2003-03-20,138.71
2003-03-21,138.74
2003-03-24,139.01
2003-03-25,139.12
2003-03-26,139.35
2003-03-27,139.6
2003-03-28,139.96
2003-03-31,140.22
2003-04-01,140.4
2003-04-02,140.77
2003-04-03,141.35
2003-04-04,141.48
2003-04-07,141.71
2003-04-08,141.94
2003-04-09,141.87
2003-04-10,141.77
2003-04-11,141.72
2003-04-14,141.87
2003-04-15,142.17
2003-04-16,142.51
2003-04-17,142.69
2003-04-21,142.98
2003-04-22,143.2
2003-04-23,143.79
2003-04-24,144.31
2003-04-25,144.49
2003-04-28,144.83
2003-04-29,145.17
2003-04-30,145.75
2003-05-01,146.2
2003-05-02,146.49
2003-05-05,146.85
2003-05-06,147.15
2003-05-07,147.32
2003-05-08,147.25
2003-05-09,147.4
2003-05-12,147.61
2003-05-13,147.68
2003-05-14,147.79
2003-05-15,147.78
2003-05-16,147.93
2003-05-19,148.05
2003-05-20,147.95
2003-05-21,147.64
2003-05-22,147.59
2003-05-23,147.55
2003-05-26,147.64
2003-05-27,147.38
2003-05-28,147.26
2003-05-29,147.61
2003-05-30,147.75
2003-05-31,147.78
2003-06-02,147.86
2003-06-03,148.13
2003-06-04,148.46
2003-06-05,148.7
2003-06-06,149.03
2003-06-09,149.41
2003-06-10,149.72
2003-06-11,150.0
2003-06-12,150.29
2003-06-13,150.72
2003-06-16,150.94
2003-06-17,151.13
2003-06-18,151.17
2003-06-19,151.2
2003-06-20,151.02
2003-06-23,150.96
2003-06-24,150.95
2003-06-25,150.99
2003-06-26,150.79
2003-06-27,150.73
2003-06-30,150.92
2003-07-01,150.64
2003-07-02,150.63
2003-07-03,150.53
2003-07-04,150.56
2003-07-07,150.57
2003-07-08,150.66
2003-07-09,150.66
2003-07-10,150.58
2003-07-11,150.78
2003-07-14,150.89
2003-07-15,150.73
2003-07-16,150.19
2003-07-17,150.16
2003-07-18,150.13
2003-07-21,149.97
2003-07-22,149.84
2003-07-23,149.87
2003-07-24,149.78
2003-07-25,149.75
2003-07-28,149.6
2003-07-29,149.24
2003-07-30,148.68
2003-07-31,148.0
2003-08-01,147.5
2003-08-04,147.65
2003-08-05,147.06
2003-08-06,146.78
2003-08-07,146.84
2003-08-08,146.83
2003-08-11,146.68
2003-08-12,146.72
2003-08-13,146.15
2003-08-14,145.61
2003-08-15,145.69
2003-08-18,146.05
2003-08-19,146.85
2003-08-20,147.27
2003-08-21,147.58
2003-08-22,147.84
2003-08-25,148.02
2003-08-26,148.17
2003-08-27,148.29
2003-08-28,148.81
2003-08-29,149.04
2003-08-31,149.1
2003-09-01,149.1
2003-09-02,149.45
2003-09-03,149.75
2003-09-04,150.04
2003-09-05,150.34
2003-09-08,150.6
2003-09-09,150.85
2003-09-10,151.18
2003-09-11,151.17
2003-09-12,151.27
2003-09-15,151.44
2003-09-16,151.47
2003-09-17,151.98
2003-09-18,152.35
2003-09-19,152.52
2003-09-22,152.38
2003-09-23,152.25
2003-09-24,152.55
2003-09-25,152.75
2003-09-26,152.99
2003-09-29,153.1
2003-09-30,153.51
2003-10-01,153.67
2003-10-02,153.73
2003-10-03,153.35
2003-10-06,153.51
2003-10-07,153.52
2003-10-08,153.65
2003-10-09,153.65
2003-10-10,153.89
2003-10-13,153.98
2003-10-14,154.07
2003-10-15,154.28
2003-10-16,154.4
2003-10-17,154.65
2003-10-20,154.91
2003-10-21,155.12
2003-10-22,155.1
2003-10-23,154.86
2003-10-24,155.15
2003-10-27,155.32
2003-10-28,155.65
2003-10-29,155.66
2003-10-30,155.75
2003-10-31,155.93
2003-11-03,155.95
2003-11-04,156.15
2003-11-05,156.1
2003-11-06,156.03
2003-11-07,155.97
2003-11-10,156.06
2003-11-11,156.09
2003-11-12,156.17
2003-11-13,156.69
2003-11-14,156.9
2003-11-17,157.16
2003-11-18,157.32
2003-11-19,157.22
2003-11-20,157.41
2003-11-21,157.58
2003-11-24,157.62
2003-11-25,157.84
2003-11-26,157.9
2003-11-27,157.93
2003-11-28,157.84
2003-11-30,157.9
2003-12-01,157.82
2003-12-02,158.03
2003-12-03,158.22
2003-12-04,158.54
2003-12-05,158.98
2003-12-08,159.1
2003-12-09,159.14
2003-12-10,159.27
2003-12-11,159.37
2003-12-12,159.39
2003-12-15,159.53
2003-12-16,159.57
2003-12-17,159.75
2003-12-18,159.99
2003-12-19,160.21
2003-12-22,160.28
2003-12-23,160.16
2003-12-24,160.32
2003-12-26,160.45
2003-12-29,160.47
2003-12-30,160.47
2003-12-31,160.55
2004-01-02,160.33
2004-01-05,160.67
2004-01-06,161.34
2004-01-07,161.81
2004-01-08,162.05
2004-01-09,162.55
2004-01-12,162.84
2004-01-13,162.99
2004-01-14,163.18
2004-01-15,163.42
2004-01-16,163.44
2004-01-19,163.54
2004-01-20,163.56
2004-01-21,163.72
2004-01-22,163.98
2004-01-23,163.94
2004-01-26,163.79
2004-01-27,163.77
2004-01-28,163.34
2004-01-29,163.03
2004-01-30,162.74
2004-01-31,162.77
2004-02-02,162.62
2004-02-03,162.47
2004-02-04,162.31
2004-02-05,161.91
2004-02-06,161.95
2004-02-09,162.41
2004-02-10,162.43
2004-02-11,162.73
2004-02-12,162.91
2004-02-13,163.04
2004-02-16,163.14
2004-02-17,163.25
2004-02-18,163.3
2004-02-19,163.4
2004-02-20,163.21
2004-02-23,163.34
2004-02-24,163.26
2004-02-25,163.44
2004-02-26,163.5
2004-02-27,163.79
2004-02-29,163.85
2004-03-01,164.03
2004-03-02,163.98
2004-03-03,163.91
2004-03-04,164.09
2004-03-05,164.98
2004-03-08,165.45
2004-03-09,165.76
2004-03-10,165.79
2004-03-11,165.54
2004-03-12,165.59
2004-03-15,165.57
2004-03-16,165.63
2004-03-17,165.61
2004-03-18,165.52
2004-03-19,165.48
2004-03-22,165.62
2004-03-23,165.57
2004-03-24,165.49
2004-03-25,165.51
2004-03-26,165.41
2004-03-29,165.5
2004-03-30,165.53
2004-03-31,165.79
2004-04-01,165.67
2004-04-02,164.59
2004-04-05,164.31
2004-04-06,164.49
2004-04-07,164.6
2004-04-08,164.59
2004-04-12,164.67
2004-04-13,164.15
2004-04-14,163.72
2004-04-15,163.62
2004-04-16,163.87
2004-04-19,163.86
2004-04-20,163.73
2004-04-21,163.5
2004-04-22,163.76
2004-04-23,163.69
2004-04-26,163.86
2004-04-27,163.95
2004-04-28,163.61
2004-04-29,163.03
2004-04-30,163.07
2004-05-03,163.03
2004-05-04,162.64
2004-05-05,162.38
2004-05-06,161.73
2004-05-07,160.49
2004-05-10,159.6
2004-05-11,159.43
2004-05-12,158.96
2004-05-13,158.4
2004-05-14,158.47
2004-05-17,158.88
2004-05-18,159.11
2004-05-19,159.26
2004-05-20,159.39
2004-05-21,159.35
2004-05-24,159.55
2004-05-25,159.69
2004-05-26,160.03
2004-05-27,160.41
2004-05-28,160.36
2004-05-31,160.45
2004-06-01,160.32
2004-06-02,160.23
2004-06-03,160.22
2004-06-04,160.19
2004-06-07,160.33
2004-06-08,160.52
2004-06-09,160.42
2004-06-10,160.46
2004-06-11,160.49
2004-06-14,160.27
2004-06-15,160.97
2004-06-16,160.98
2004-06-17,161.14
2004-06-18,161.2
2004-06-21,161.45
2004-06-22,161.5
2004-06-23,161.66
2004-06-24,161.98
2004-06-25,162.07
2004-06-28,161.87
2004-06-29,162.02
2004-06-30,162.29
2004-07-01,162.6
2004-07-02,163.05
2004-07-05,163.15
2004-07-06,163.32
2004-07-07,163.47
2004-07-08,163.66
2004-07-09,163.84
2004-07-12,164.14
2004-07-13,164.24
2004-07-14,164.37
2004-07-15,164.49
2004-07-16,164.98
2004-07-19,165.3
2004-07-20,165.24
2004-07-21,165.11
2004-07-22,165.07
2004-07-23,165.11
2004-07-26,164.95
2004-07-27,164.3
2004-07-28,164.2
2004-07-29,164.36
2004-07-30,164.87
2004-07-31,164.9
2004-08-02,165.0
2004-08-03,165.12
2004-08-04,165.08
2004-08-05,165.26
2004-08-06,166.06
2004-08-09,166.12
2004-08-10,165.95
2004-08-11,165.96
2004-08-12,165.99
2004-08-13,166.19
2004-08-16,166.19
2004-08-17,166.47
2004-08-18,166.61
2004-08-19,166.81
2004-08-20,166.88
2004-08-23,166.91
2004-08-24,166.99
2004-08-25,167.21
2004-08-26,167.4
2004-08-27,167.45
2004-08-30,167.71
2004-08-31,168.07
2004-09-01,168.13
2004-09-02,168.06
2004-09-03,167.84
2004-09-06,167.94
2004-09-07,168.03
2004-09-08,168.56
2004-09-09,168.8
2004-09-10,169.05
2004-09-13,169.35
2004-09-14,169.59
2004-09-15,169.47
2004-09-16,169.79
2004-09-17,169.87
2004-09-20,170.2
2004-09-21,170.34
2004-09-22,170.58
2004-09-23,170.6
2004-09-24,170.52
2004-09-27,170.7
2004-09-28,170.72
2004-09-29,170.4
2004-09-30,170.39
2004-10-01,170.16
2004-10-04,170.3
2004-10-05,170.41
2004-10-06,170.37
2004-10-07,170.38
2004-10-08,170.92
2004-10-11,171.03
2004-10-12,171.36
2004-10-13,171.47
2004-10-14,171.63
2004-10-15,171.47
2004-10-18,171.4
2004-10-19,171.26
2004-10-20,171.22
2004-10-21,171.43
2004-10-22,171.72
2004-10-25,171.97
2004-10-26,172.13
2004-10-27,172.17
2004-10-28,172.35
2004-10-29,172.93
2004-10-31,172.99
2004-11-01,172.9
2004-11-02,173.17
2004-11-03,173.5
2004-11-04,173.78
2004-11-05,173.49
2004-11-08,173.37
2004-11-09,173.34
2004-11-10,173.17
2004-11-11,173.2
2004-11-12,173.48
2004-11-15,173.63
2004-11-16,173.59
2004-11-17,173.82
2004-11-18,174.11
2004-11-19,174.05
2004-11-22,174.09
2004-11-23,174.1
2004-11-24,174.13
2004-11-25,174.16
2004-11-26,174.1
2004-11-29,173.72
2004-11-30,173.38
2004-12-01,173.28
2004-12-02,173.25
2004-12-03,173.85
2004-12-06,174.2
2004-12-07,174.43
2004-12-08,174.91
2004-12-09,175.01
2004-12-10,175.09
2004-12-13,175.22
2004-12-14,175.25
2004-12-15,175.67
2004-12-16,175.41
2004-12-17,175.22
2004-12-20,175.36
2004-12-21,175.42
2004-12-22,175.38
2004-12-23,175.35
2004-12-27,175.26
2004-12-28,175.14
2004-12-29,175.12
2004-12-30,175.34
2004-12-31,175.53
2005-01-03,175.76
2005-01-04,175.79
2005-01-05,175.51
2005-01-06,175.42
2005-01-07,175.42
2005-01-10,175.28
2005-01-11,175.08
2005-01-12,175.12
2005-01-13,175.34
2005-01-14,175.22
2005-01-17,175.32
2005-01-18,175.12
2005-01-19,175.3
2005-01-20,175.15
2005-01-21,175.32
2005-01-24,175.52
2005-01-25,175.54
2005-01-26,175.54
2005-01-27,175.74
2005-01-28,176.11
2005-01-31,176.35
2005-02-01,176.51
2005-02-02,176.71
2005-02-03,176.89
2005-02-04,177.35
2005-02-07,177.84
2005-02-08,178.09
2005-02-09,178.28
2005-02-10,178.12
2005-02-11,178.14
2005-02-14,178.38
2005-02-15,178.43
2005-02-16,178.45
2005-02-17,178.44
2005-02-18,178.26
2005-02-21,178.36
2005-02-22,178.14
2005-02-23,178.28
2005-02-24,178.35
2005-02-25,178.49
2005-02-28,178.39
2005-03-01,178.31
2005-03-02,178.22
2005-03-03,178.31
2005-03-04,178.62
2005-03-07,178.98
2005-03-08,178.81
2005-03-09,178.28
2005-03-10,178.07
2005-03-11,177.78
2005-03-14,177.55
2005-03-15,177.41
2005-03-16,176.84
2005-03-17,176.53
2005-03-18,176.43
2005-03-21,175.92
2005-03-22,175.26
2005-03-23,174.33
2005-03-24,174.36
2005-03-28,174.12
2005-03-29,173.7
2005-03-30,173.4
2005-03-31,173.19
2005-04-01,173.31
2005-04-04,173.18
2005-04-05,173.43
2005-04-06,174.09
2005-04-07,174.38
2005-04-08,174.23
2005-04-11,174.02
2005-04-12,174.12
2005-04-13,173.97
2005-04-14,173.32
2005-04-15,172.98
2005-04-18,172.75
2005-04-19,173.15
2005-04-20,173.52
2005-04-21,173.81
2005-04-22,174.05
2005-04-25,174.15
2005-04-26,173.93
2005-04-27,173.57
2005-04-28,173.62
2005-04-29,173.18
2005-04-30,173.21
2005-05-02,173.27
2005-05-03,173.25
2005-05-04,173.6
2005-05-05,174.02
2005-05-06,173.51
2005-05-09,173.44
2005-05-10,173.45
2005-05-11,173.08
2005-05-12,173.0
2005-05-13,172.71
2005-05-16,172.3
2005-05-17,171.93
2005-05-18,172.39
2005-05-19,173.04
2005-05-20,173.34
2005-05-23,174.07
2005-05-24,174.43
2005-05-25,174.98
2005-05-26,175.36
2005-05-27,175.72
2005-05-30,175.82
2005-05-31,176.42
2005-06-01,177.38
2005-06-02,178.62
2005-06-03,178.66
2005-06-06,178.15
2005-06-07,178.59
2005-06-08,178.42
2005-06-09,177.96
2005-06-10,178.04
2005-06-13,178.16
2005-06-14,178.45
2005-06-15,178.66
2005-06-16,178.59
2005-06-17,178.64
2005-06-20,178.48
2005-06-21,178.97
2005-06-22,179.13
2005-06-23,178.98
2005-06-24,178.95
2005-06-27,178.97
2005-06-28,179.31
2005-06-29,179.48
2005-06-30,179.83
2005-07-01,179.65
2005-07-04,179.76
2005-07-05,179.59
2005-07-06,179.38
2005-07-07,179.56
2005-07-08,179.74
2005-07-11,180.3
2005-07-12,180.53
2005-07-13,180.63
2005-07-14,181.04
2005-07-15,181.14
2005-07-18,181.2
2005-07-19,181.17
2005-07-20,181.09
2005-07-21,181.02
2005-07-22,181.3
2005-07-25,181.38
2005-07-26,181.49
2005-07-27,181.76
2005-07-28,182.1
2005-07-29,181.99
2005-07-31,182.06
2005-08-01,181.74
2005-08-02,181.59
2005-08-03,181.63
2005-08-04,181.49
2005-08-05,180.76
2005-08-08,180.4
2005-08-09,180.61
2005-08-10,180.78
2005-08-11,180.92
2005-08-12,181.21
2005-08-15,181.2
2005-08-16,181.31
2005-08-17,181.23
2005-08-18,181.59
2005-08-19,181.81
2005-08-22,181.91
2005-08-23,182.14
2005-08-24,182.23
2005-08-25,182.33
2005-08-26,182.22
2005-08-29,182.28
2005-08-30,182.42
2005-08-31,182.42
2005-09-01,182.26
2005-09-02,182.08
2005-09-05,182.19
2005-09-06,182.18
2005-09-07,181.91
2005-09-08,181.99
2005-09-09,182.13
2005-09-12,182.26
2005-09-13,182.38
2005-09-14,182.4
2005-09-15,182.05
2005-09-16,181.69
2005-09-19,181.29
2005-09-20,180.87
2005-09-21,180.93
2005-09-22,180.66
2005-09-23,180.69
2005-09-26,180.84
2005-09-27,180.57
2005-09-28,180.51
2005-09-29,180.43
2005-09-30,180.37
2005-10-03,180.26
2005-10-04,180.29
2005-10-05,180.28
2005-10-06,180.01
2005-10-07,179.89
2005-10-10,180.0
2005-10-11,178.98
2005-10-12,178.0
2005-10-13,177.44
2005-10-14,177.85
2005-10-17,179.32
2005-10-18,179.99
2005-10-19,179.8
2005-10-20,180.07
2005-10-21,180.89
2005-10-24,181.1
2005-10-25,180.84
2005-10-26,180.05
2005-10-27,179.56
2005-10-28,179.33
2005-10-31,179.47
2005-11-01,179.49
2005-11-02,179.55
2005-11-03,179.64
2005-11-04,179.56
2005-11-07,179.6
2005-11-08,179.68
2005-11-09,179.34
2005-11-10,179.37
2005-11-11,179.4
2005-11-14,178.43
2005-11-15,178.33
2005-11-16,178.04
2005-11-17,177.95
2005-11-18,178.43
2005-11-21,178.79
2005-11-22,178.97
2005-11-23,178.81
2005-11-24,178.85
2005-11-25,179.01
2005-11-28,179.42
2005-11-29,179.55
2005-11-30,179.37
2005-12-01,179.44
2005-12-02,179.41
2005-12-05,179.0
2005-12-06,179.12
2005-12-07,179.26
2005-12-08,179.55
2005-12-09,179.74
2005-12-12,180.11
2005-12-13,180.18
2005-12-14,180.39
2005-12-15,180.3
2005-12-16,180.52
2005-12-19,180.6
2005-12-20,180.34
2005-12-21,180.51
2005-12-22,180.61
2005-12-23,180.69
2005-12-27,180.99
2005-12-28,180.94
2005-12-29,180.97
2005-12-30,180.96
2005-12-31,180.99
2006-01-03,181.29
2006-01-04,181.98
2006-01-05,182.29
2006-01-06,182.88
2006-01-09,183.55
2006-01-10,183.21
2006-01-11,183.2
2006-01-12,183.18
2006-01-13,182.85
2006-01-16,182.96
2006-01-17,182.68
2006-01-18,182.82
2006-01-19,182.99
2006-01-20,182.93
2006-01-23,183.29
2006-01-24,183.66
2006-01-25,183.63
2006-01-26,183.29
2006-01-27,183.66
2006-01-30,184.05
2006-01-31,184.25
2006-02-01,184.31
2006-02-02,184.19
2006-02-03,184.18
2006-02-06,184.13
2006-02-07,183.82
2006-02-08,183.62
2006-02-09,183.69
2006-02-10,183.57
2006-02-13,183.46
2006-02-14,183.29
2006-02-15,183.75
2006-02-16,184.01
2006-02-17,184.44
2006-02-20,184.55
2006-02-21,184.2
2006-02-22,184.23
2006-02-23,184.01
2006-02-24,184.0
2006-02-27,183.86
2006-02-28,184.15
2006-03-01,183.97
2006-03-02,183.59
2006-03-03,183.32
2006-03-06,183.41
2006-03-07,183.39
2006-03-08,183.47
2006-03-09,183.59
2006-03-10,183.59
2006-03-13,183.86
2006-03-14,184.13
2006-03-15,184.19
2006-03-16,184.63
2006-03-17,184.48
2006-03-20,184.83
2006-03-21,184.85
2006-03-22,184.93
2006-03-23,184.69
2006-03-24,185.01
2006-03-27,185.11
2006-03-28,184.81
2006-03-29,184.47
2006-03-30,184.49
2006-03-31,184.8
2006-04-03,184.99
2006-04-04,184.87
2006-04-05,184.92
2006-04-06,184.56
2006-04-07,184.36
2006-04-10,184.24
2006-04-11,184.47
2006-04-12,184.44
2006-04-13,184.16
2006-04-17,184.42
2006-04-18,184.59
2006-04-19,184.51
2006-04-20,184.55
2006-04-21,184.68
2006-04-24,184.82
2006-04-25,184.61
2006-04-26,184.29
2006-04-27,184.59
2006-04-28,184.81
2006-04-30,184.88
2006-05-01,184.74
2006-05-02,184.93
2006-05-03,184.73
2006-05-04,184.58
2006-05-05,184.69
2006-05-08,184.74
2006-05-09,184.88
2006-05-10,185.05
2006-05-11,184.99
2006-05-12,184.7
2006-05-15,184.83
2006-05-16,184.8
2006-05-17,184.2
2006-05-18,184.41
2006-05-19,184.53
2006-05-22,184.3
2006-05-23,184.25
2006-05-24,184.16
2006-05-25,184.2
2006-05-26,184.55
2006-05-29,184.66
2006-05-30,184.53
2006-05-31,184.38
2006-06-01,184.34
2006-06-02,184.84
2006-06-05,184.67
2006-06-06,184.46
2006-06-07,184.47
2006-06-08,184.45
2006-06-09,184.55
2006-06-12,184.82
2006-06-13,184.69
2006-06-14,183.97
2006-06-15,183.69
2006-06-16,183.59
2006-06-19,183.66
2006-06-20,183.41
2006-06-21,182.96
2006-06-22,182.81
2006-06-23,182.58
2006-06-26,182.37
2006-06-27,182.55
2006-06-28,182.5
2006-06-29,182.97
2006-06-30,184.0
2006-07-03,184.16
2006-07-04,184.2
2006-07-05,184.02
2006-07-06,184.11
2006-07-07,184.48
2006-07-10,184.83
2006-07-11,185.02
2006-07-12,185.02
2006-07-13,184.97
2006-07-14,184.67
2006-07-17,184.67
2006-07-18,184.52
2006-07-19,184.81
2006-07-20,185.11
2006-07-21,185.27
2006-07-24,185.2
2006-07-25,185.33
2006-07-26,185.7
2006-07-27,185.9
2006-07-28,186.23
2006-07-31,186.22
2006-08-01,186.44
2006-08-02,186.82
2006-08-03,186.93
2006-08-04,187.3
2006-08-07,187.37
2006-08-08,187.57
2006-08-09,187.6
2006-08-10,187.43
2006-08-11,187.36
2006-08-14,187.33
2006-08-15,187.68
2006-08-16,188.0
2006-08-17,188.18
2006-08-18,188.39
2006-08-21,188.42
2006-08-22,188.49
2006-08-23,188.45
2006-08-24,188.51
2006-08-25,188.69
2006-08-28,189.03
2006-08-29,189.17
2006-08-30,189.41
2006-08-31,189.68
2006-09-01,189.76
2006-09-04,189.88
2006-09-05,189.87
2006-09-06,190.08
2006-09-07,190.08
2006-09-08,190.22
2006-09-11,190.24
2006-09-12,190.44
2006-09-13,190.64
2006-09-14,190.64
2006-09-15,190.51
2006-09-18,190.5
2006-09-19,190.81
2006-09-20,190.91
2006-09-21,191.11
