DATE,BAMLHYH0A2BTRIV
2001-11-13,108.71
2001-11-14,109.02
2001-11-15,109.72
2001-11-16,110.12
2001-11-19,110.36
2001-11-20,110.62
2001-11-21,110.64
2001-11-22,110.67
2001-11-23,110.69
2001-11-26,110.71
2001-11-27,111.0
2001-11-28,111.33
2001-11-29,111.1
2001-11-30,111.17
2001-12-03,111.16
2001-12-04,110.85
2001-12-05,110.89
2001-12-06,111.09
2001-12-07,111.17
2001-12-10,111.1
2001-12-11,110.91
2001-12-12,110.74
2001-12-13,110.33
2001-12-14,110.14
2001-12-17,110.07
2001-12-18,110.09
2001-12-19,109.89
2001-12-20,109.98
2001-12-21,110.1
2001-12-24,110.13
2001-12-26,110.14
2001-12-27,110.1
2001-12-28,110.18
2001-12-31,110.28
2002-01-02,110.44
2002-01-03,111.06
2002-01-04,111.32
2002-01-07,111.54
2002-01-08,111.56
2002-01-09,111.72
2002-01-10,111.98
2002-01-11,112.0
2002-01-14,112.22
2002-01-15,111.8
2002-01-16,111.7
2002-01-17,111.6
2002-01-18,111.52
2002-01-21,111.61
2002-01-22,111.6
2002-01-23,111.56
2002-01-24,111.77
2002-01-25,111.95
2002-01-28,112.08
2002-01-29,111.92
2002-01-30,111.65
2002-01-31,111.34
2002-02-01,111.54
2002-02-04,111.62
2002-02-05,111.3
2002-02-06,111.05
2002-02-07,110.79
2002-02-08,110.86
2002-02-11,110.8
2002-02-12,110.77
2002-02-13,110.94
2002-02-14,110.45
2002-02-15,110.53
2002-02-18,110.61
2002-02-19,110.63
2002-02-20,110.38
2002-02-21,110.34
2002-02-22,110.09
2002-02-25,109.86
2002-02-26,109.61
2002-02-27,109.58
2002-02-28,109.92
2002-03-01,110.5
2002-03-04,110.98
2002-03-05,111.07
2002-03-06,110.97
2002-03-07,111.54
2002-03-08,111.79
2002-03-11,112.06
2002-03-12,112.18
2002-03-13,112.16
2002-03-14,112.4
2002-03-15,112.43
2002-03-18,112.46
2002-03-19,112.57
2002-03-20,112.69
2002-03-21,112.61
2002-03-22,112.45
2002-03-25,112.53
2002-03-26,112.52
2002-03-27,112.46
2002-03-28,112.12
2002-03-31,112.2
2002-04-01,112.0
2002-04-02,111.95
2002-04-03,111.87
2002-04-04,111.86
2002-04-05,111.85
2002-04-08,112.03
2002-04-09,112.06
2002-04-10,112.18
2002-04-11,112.25
2002-04-12,111.85
2002-04-15,112.02
2002-04-16,112.24
2002-04-17,112.63
2002-04-18,112.9
2002-04-19,112.78
2002-04-22,112.68
2002-04-23,112.54
2002-04-24,112.79
2002-04-25,112.73
2002-04-26,112.68
2002-04-29,112.92
2002-04-30,113.02
2002-05-01,113.03
2002-05-02,112.75
2002-05-03,112.72
2002-05-06,112.61
2002-05-07,112.37
2002-05-08,112.5
2002-05-09,112.71
2002-05-10,112.74
2002-05-13,112.62
2002-05-14,112.55
2002-05-15,112.61
2002-05-16,112.34
2002-05-17,112.21
2002-05-20,112.13
2002-05-21,112.29
2002-05-22,112.2
2002-05-23,112.39
2002-05-24,112.54
2002-05-27,112.63
2002-05-28,112.69
2002-05-29,112.7
2002-05-30,112.64
2002-05-31,112.41
2002-06-03,112.35
2002-06-04,112.14
2002-06-05,112.18
2002-06-06,111.97
2002-06-07,111.21
2002-06-10,111.18
2002-06-11,111.06
2002-06-12,110.45
2002-06-13,110.26
2002-06-14,109.9
2002-06-17,109.98
2002-06-18,110.32
2002-06-19,110.41
2002-06-20,109.86
2002-06-21,109.29
2002-06-24,108.98
2002-06-25,108.6
2002-06-26,106.33
2002-06-27,106.06
2002-06-28,105.56
2002-06-30,105.57
2002-07-01,105.63
2002-07-02,104.79
2002-07-03,104.37
2002-07-04,104.4
2002-07-05,104.3
2002-07-08,104.94
2002-07-09,105.39
2002-07-10,105.5
2002-07-11,105.11
2002-07-12,105.4
2002-07-15,105.47
2002-07-16,105.77
2002-07-17,105.95
2002-07-18,105.16
2002-07-19,104.59
2002-07-22,104.06
2002-07-23,102.89
2002-07-24,101.91
2002-07-25,101.85
2002-07-26,100.99
2002-07-29,101.12
2002-07-30,101.66
2002-07-31,102.02
2002-08-01,103.35
2002-08-02,102.57
2002-08-05,101.82
2002-08-06,101.96
2002-08-07,101.83
2002-08-08,101.65
2002-08-09,101.79
2002-08-12,101.73
2002-08-13,101.64
2002-08-14,101.56
2002-08-15,101.99
2002-08-16,101.91
2002-08-19,102.22
2002-08-20,103.05
2002-08-21,102.93
2002-08-22,104.04
2002-08-23,104.7
2002-08-26,105.57
2002-08-27,105.95
2002-08-28,106.18
2002-08-29,106.23
2002-08-30,106.63
2002-08-31,106.66
2002-09-02,106.69
2002-09-03,106.45
2002-09-04,106.72
2002-09-05,106.41
2002-09-06,106.6
2002-09-09,106.67
2002-09-10,106.89
2002-09-11,107.0
2002-09-12,107.39
2002-09-13,107.47
2002-09-16,107.6
2002-09-17,107.8
2002-09-18,107.45
2002-09-19,106.74
2002-09-20,106.27
2002-09-23,105.66
2002-09-24,104.84
2002-09-25,104.66
2002-09-26,105.0
2002-09-27,104.64
2002-09-30,104.12
2002-10-01,104.06
2002-10-02,103.73
2002-10-03,103.42
2002-10-04,103.04
2002-10-07,102.74
2002-10-08,101.98
2002-10-09,100.65
2002-10-10,100.47
2002-10-11,100.7
2002-10-14,100.75
2002-10-15,101.55
2002-10-16,101.36
2002-10-17,101.55
2002-10-18,101.65
2002-10-21,101.9
2002-10-22,101.58
2002-10-23,101.46
2002-10-24,101.97
2002-10-25,102.07
2002-10-28,102.19
2002-10-29,102.23
2002-10-30,102.44
2002-10-31,102.92
2002-11-01,103.11
2002-11-04,104.02
2002-11-05,104.36
2002-11-06,105.08
2002-11-07,105.48
2002-11-08,105.34
2002-11-11,105.43
2002-11-12,105.88
2002-11-13,106.03
2002-11-14,106.33
2002-11-15,106.72
2002-11-18,107.25
2002-11-19,107.94
2002-11-20,108.59
2002-11-21,109.57
2002-11-22,110.0
2002-11-25,110.47
2002-11-26,110.53
2002-11-27,110.68
2002-11-28,110.71
2002-11-29,110.79
2002-11-30,110.82
2002-12-02,111.31
2002-12-03,111.28
2002-12-04,110.69
2002-12-05,110.78
2002-12-06,110.42
2002-12-09,110.26
2002-12-10,110.46
2002-12-11,110.28
2002-12-12,110.54
2002-12-13,110.77
2002-12-16,110.96
2002-12-17,110.99
2002-12-18,111.08
2002-12-19,111.16
2002-12-20,111.22
2002-12-23,110.97
2002-12-24,111.06
2002-12-26,111.12
2002-12-27,111.17
2002-12-30,111.3
2002-12-31,111.31
2003-01-02,111.52
2003-01-03,111.9
2003-01-06,112.59
2003-01-07,113.51
2003-01-08,114.16
2003-01-09,114.37
2003-01-10,114.39
2003-01-13,114.65
2003-01-14,114.54
2003-01-15,114.43
2003-01-16,114.32
2003-01-17,114.11
2003-01-20,114.2
2003-01-21,114.27
2003-01-22,114.09
2003-01-23,114.3
2003-01-24,114.26
2003-01-27,113.75
2003-01-28,113.82
2003-01-29,113.71
2003-01-30,113.89
2003-01-31,113.88
2003-02-03,114.06
2003-02-04,113.9
2003-02-05,113.82
2003-02-06,113.66
2003-02-07,113.64
2003-02-10,113.53
2003-02-11,113.8
2003-02-12,113.53
2003-02-13,112.96
2003-02-14,112.88
2003-02-17,112.97
2003-02-18,113.17
2003-02-19,113.69
2003-02-20,114.15
2003-02-21,114.42
2003-02-24,114.67
2003-02-25,114.66
2003-02-26,114.93
2003-02-27,115.15
2003-02-28,115.6
2003-03-03,116.18
2003-03-04,116.3
2003-03-05,116.27
2003-03-06,116.27
2003-03-07,116.4
2003-03-10,116.67
2003-03-11,116.78
2003-03-12,116.64
2003-03-13,116.75
2003-03-14,116.91
2003-03-17,117.04
2003-03-18,117.38
2003-03-19,117.48
2003-03-20,117.65
2003-03-21,118.04
2003-03-24,118.17
2003-03-25,118.3
2003-03-26,118.6
2003-03-27,118.77
2003-03-28,119.12
2003-03-31,119.22
2003-04-01,119.54
2003-04-02,120.38
2003-04-03,120.79
2003-04-04,121.14
2003-04-07,121.42
2003-04-08,121.25
2003-04-09,120.91
2003-04-10,120.95
2003-04-11,121.14
2003-04-14,121.47
2003-04-15,121.79
2003-04-16,122.12
2003-04-17,122.45
2003-04-21,122.79
2003-04-22,123.16
2003-04-23,123.93
2003-04-24,124.53
2003-04-25,124.79
2003-04-28,125.05
2003-04-29,125.38
2003-04-30,125.84
2003-05-01,126.02
2003-05-02,126.33
2003-05-05,126.66
2003-05-06,126.6
2003-05-07,126.27
2003-05-08,125.85
2003-05-09,125.95
2003-05-12,126.21
2003-05-13,126.28
2003-05-14,126.03
2003-05-15,126.0
2003-05-16,126.04
2003-05-19,125.92
2003-05-20,125.79
2003-05-21,125.36
2003-05-22,125.34
2003-05-23,125.27
2003-05-26,125.36
2003-05-27,125.25
2003-05-28,125.28
2003-05-29,125.74
2003-05-30,125.88
2003-05-31,125.91
2003-06-02,126.09
2003-06-03,126.17
2003-06-04,126.72
2003-06-05,127.08
2003-06-06,127.53
2003-06-09,127.88
2003-06-10,127.93
2003-06-11,128.39
2003-06-12,128.72
2003-06-13,129.09
2003-06-16,129.39
2003-06-17,129.93
2003-06-18,130.13
2003-06-19,130.06
2003-06-20,129.98
2003-06-23,129.66
2003-06-24,129.48
2003-06-25,129.59
2003-06-26,129.63
2003-06-27,129.57
2003-06-30,129.61
2003-07-01,129.42
2003-07-02,129.46
2003-07-03,129.53
2003-07-04,129.56
2003-07-07,129.7
2003-07-08,130.02
2003-07-09,130.2
2003-07-10,130.16
2003-07-11,130.23
2003-07-14,130.4
2003-07-15,130.38
2003-07-16,130.2
2003-07-17,130.14
2003-07-18,130.09
2003-07-21,130.14
2003-07-22,129.93
2003-07-23,129.87
2003-07-24,129.74
2003-07-25,129.58
2003-07-28,129.58
2003-07-29,128.9
2003-07-30,128.21
2003-07-31,127.75
2003-08-01,127.01
2003-08-04,127.14
2003-08-05,126.75
2003-08-06,126.06
2003-08-07,125.81
2003-08-08,126.05
2003-08-11,126.11
2003-08-12,126.08
2003-08-13,125.78
2003-08-14,125.27
2003-08-15,125.3
2003-08-18,125.71
2003-08-19,126.62
2003-08-20,127.39
2003-08-21,127.95
2003-08-22,128.19
2003-08-25,128.47
2003-08-26,128.56
2003-08-27,128.85
2003-08-28,129.22
2003-08-29,129.56
2003-08-31,129.63
2003-09-01,129.64
2003-09-02,130.32
2003-09-03,130.6
2003-09-04,130.61
2003-09-05,130.68
2003-09-08,130.89
2003-09-09,131.12
2003-09-10,131.25
2003-09-11,131.19
2003-09-12,131.22
2003-09-15,131.29
2003-09-16,131.3
2003-09-17,131.53
2003-09-18,131.89
2003-09-19,132.01
2003-09-22,131.93
2003-09-23,131.84
2003-09-24,132.0
2003-09-25,132.05
2003-09-26,132.0
2003-09-29,132.22
2003-09-30,132.37
2003-10-01,132.58
2003-10-02,132.72
2003-10-03,132.79
2003-10-06,132.91
2003-10-07,133.15
2003-10-08,133.43
2003-10-09,133.68
2003-10-10,133.87
2003-10-13,133.97
2003-10-14,134.24
2003-10-15,134.59
2003-10-16,134.81
2003-10-17,134.89
2003-10-20,134.93
2003-10-21,134.93
2003-10-22,134.76
2003-10-23,134.48
2003-10-24,134.39
2003-10-27,134.58
2003-10-28,134.72
2003-10-29,134.84
2003-10-30,134.93
2003-10-31,135.05
2003-11-03,135.2
2003-11-04,135.37
2003-11-05,135.4
2003-11-06,135.44
2003-11-07,135.42
2003-11-10,135.54
2003-11-11,135.57
2003-11-12,135.55
2003-11-13,135.66
2003-11-14,135.82
2003-11-17,136.01
2003-11-18,136.05
2003-11-19,136.13
2003-11-20,136.17
2003-11-21,136.27
2003-11-24,136.44
2003-11-25,136.57
2003-11-26,136.67
2003-11-27,136.71
2003-11-28,136.73
2003-11-30,136.79
2003-12-01,136.92
2003-12-02,137.28
2003-12-03,137.76
2003-12-04,138.23
2003-12-05,138.49
2003-12-08,138.82
2003-12-09,138.96
2003-12-10,139.06
2003-12-11,138.92
2003-12-12,138.96
2003-12-15,139.19
2003-12-16,139.22
2003-12-17,139.27
2003-12-18,139.38
2003-12-19,139.59
2003-12-22,139.74
2003-12-23,139.87
2003-12-24,139.91
2003-12-26,139.97
2003-12-29,140.12
2003-12-30,140.18
2003-12-31,140.26
2004-01-02,140.3
2004-01-05,140.9
2004-01-06,141.42
2004-01-07,141.87
2004-01-08,142.22
2004-01-09,142.45
2004-01-12,142.61
2004-01-13,142.71
2004-01-14,142.83
2004-01-15,142.95
2004-01-16,143.02
2004-01-19,143.11
2004-01-20,143.21
2004-01-21,143.42
2004-01-22,143.62
2004-01-23,143.7
2004-01-26,143.59
2004-01-27,143.36
2004-01-28,143.02
2004-01-29,142.35
2004-01-30,141.94
2004-01-31,141.97
2004-02-02,141.87
2004-02-03,141.53
2004-02-04,141.29
2004-02-05,140.8
2004-02-06,140.7
2004-02-09,141.23
2004-02-10,141.2
2004-02-11,141.38
2004-02-12,141.67
2004-02-13,141.71
2004-02-16,141.81
2004-02-17,141.86
2004-02-18,141.82
2004-02-19,141.81
2004-02-20,141.73
2004-02-23,141.58
2004-02-24,141.29
2004-02-25,141.48
2004-02-26,141.59
2004-02-27,141.74
2004-02-29,141.8
2004-03-01,141.95
2004-03-02,141.99
2004-03-03,141.94
2004-03-04,142.03
2004-03-05,142.39
2004-03-08,142.65
2004-03-09,142.71
2004-03-10,142.72
2004-03-11,142.54
2004-03-12,142.55
2004-03-15,142.51
2004-03-16,142.28
2004-03-17,142.47
2004-03-18,142.39
2004-03-19,142.41
2004-03-22,142.33
2004-03-23,142.23
2004-03-24,142.16
2004-03-25,142.26
2004-03-26,142.33
2004-03-29,142.61
2004-03-30,142.67
2004-03-31,142.74
2004-04-01,142.82
2004-04-02,142.44
2004-04-05,142.47
2004-04-06,142.6
2004-04-07,142.78
2004-04-08,142.85
2004-04-12,142.98
2004-04-13,142.81
2004-04-14,142.44
2004-04-15,142.47
2004-04-16,142.62
2004-04-19,142.77
2004-04-20,142.8
2004-04-21,142.55
2004-04-22,142.8
2004-04-23,142.79
2004-04-26,142.9
2004-04-27,143.0
2004-04-28,142.87
2004-04-29,142.46
2004-04-30,142.41
2004-05-03,142.28
2004-05-04,141.81
2004-05-05,141.69
2004-05-06,141.07
2004-05-07,140.25
2004-05-10,139.22
2004-05-11,139.11
2004-05-12,138.76
2004-05-13,137.97
2004-05-14,137.76
2004-05-17,137.87
2004-05-18,138.22
2004-05-19,138.79
2004-05-20,138.64
2004-05-21,138.8
2004-05-24,139.15
2004-05-25,139.3
2004-05-26,139.67
2004-05-27,139.93
2004-05-28,140.03
2004-05-31,140.12
2004-06-01,139.97
2004-06-02,139.94
2004-06-03,139.85
2004-06-04,140.02
2004-06-07,140.22
2004-06-08,140.5
2004-06-09,140.58
2004-06-10,140.52
2004-06-11,140.56
2004-06-14,140.51
2004-06-15,140.63
2004-06-16,140.81
2004-06-17,140.94
2004-06-18,141.08
2004-06-21,141.33
2004-06-22,141.5
2004-06-23,141.62
2004-06-24,141.77
2004-06-25,141.84
2004-06-28,141.92
2004-06-29,141.91
2004-06-30,142.03
2004-07-01,142.29
2004-07-02,142.49
2004-07-05,142.58
2004-07-06,142.94
2004-07-07,143.11
2004-07-08,143.27
2004-07-09,143.41
2004-07-12,143.63
2004-07-13,143.77
2004-07-14,143.94
2004-07-15,144.1
2004-07-16,144.28
2004-07-19,144.59
2004-07-20,144.79
2004-07-21,144.71
2004-07-22,144.48
2004-07-23,144.4
2004-07-26,144.27
2004-07-27,143.83
2004-07-28,143.76
2004-07-29,143.98
2004-07-30,144.2
2004-07-31,144.23
2004-08-02,144.28
2004-08-03,144.34
2004-08-04,144.35
2004-08-05,144.51
2004-08-06,144.85
2004-08-09,144.92
2004-08-10,144.92
2004-08-11,144.92
2004-08-12,144.92
2004-08-13,145.02
2004-08-16,145.09
2004-08-17,145.19
2004-08-18,145.37
2004-08-19,145.64
2004-08-20,145.73
2004-08-23,145.95
2004-08-24,146.08
2004-08-25,146.3
2004-08-26,146.43
2004-08-27,146.54
2004-08-30,146.69
2004-08-31,146.84
2004-09-01,146.91
2004-09-02,146.92
2004-09-03,146.94
2004-09-06,147.04
2004-09-07,147.05
2004-09-08,147.32
2004-09-09,147.53
2004-09-10,147.72
2004-09-13,148.08
2004-09-14,148.31
2004-09-15,148.19
2004-09-16,148.15
2004-09-17,148.37
2004-09-20,148.52
2004-09-21,148.57
2004-09-22,148.67
2004-09-23,148.83
2004-09-24,148.78
2004-09-27,148.86
2004-09-28,148.82
2004-09-29,148.72
2004-09-30,148.78
2004-10-01,148.81
2004-10-04,148.97
2004-10-05,149.12
2004-10-06,149.28
2004-10-07,149.39
2004-10-08,149.62
2004-10-11,149.71
2004-10-12,149.86
2004-10-13,149.96
2004-10-14,149.96
2004-10-15,150.01
2004-10-18,150.02
2004-10-19,149.97
2004-10-20,149.97
2004-10-21,150.16
2004-10-22,150.34
2004-10-25,150.56
2004-10-26,150.82
2004-10-27,151.06
2004-10-28,151.29
2004-10-29,151.64
2004-10-31,151.7
2004-11-01,151.8
2004-11-02,152.04
2004-11-03,152.43
2004-11-04,152.84
2004-11-05,152.88
2004-11-08,152.88
2004-11-09,152.87
2004-11-10,152.68
2004-11-11,152.71
2004-11-12,152.76
2004-11-15,152.92
2004-11-16,152.91
2004-11-17,153.02
2004-11-18,153.25
2004-11-19,153.25
2004-11-22,153.28
2004-11-23,153.34
2004-11-24,153.42
2004-11-25,153.45
2004-11-26,153.49
2004-11-29,153.37
2004-11-30,153.12
2004-12-01,153.17
2004-12-02,153.1
2004-12-03,153.35
2004-12-06,153.56
2004-12-07,153.73
2004-12-08,153.85
2004-12-09,153.97
2004-12-10,154.01
2004-12-13,154.16
2004-12-14,154.2
2004-12-15,154.35
2004-12-16,154.39
2004-12-17,154.29
2004-12-20,154.42
2004-12-21,154.51
2004-12-22,154.6
2004-12-23,154.61
2004-12-27,154.72
2004-12-28,154.73
2004-12-29,154.8
2004-12-30,154.85
2004-12-31,154.9
2005-01-03,155.13
2005-01-04,155.21
2005-01-05,154.91
2005-01-06,154.78
2005-01-07,154.73
2005-01-10,154.67
2005-01-11,154.37
2005-01-12,154.31
2005-01-13,154.28
2005-01-14,154.16
2005-01-17,154.26
2005-01-18,154.09
2005-01-19,154.19
2005-01-20,153.92
2005-01-21,153.84
2005-01-24,153.88
2005-01-25,154.06
2005-01-26,154.05
2005-01-27,154.22
2005-01-28,154.35
2005-01-31,154.47
2005-02-01,154.65
2005-02-02,154.94
2005-02-03,155.13
2005-02-04,155.39
2005-02-07,155.66
2005-02-08,155.92
2005-02-09,155.95
2005-02-10,155.91
2005-02-11,156.01
2005-02-14,156.21
2005-02-15,156.4
2005-02-16,156.6
2005-02-17,156.6
2005-02-18,156.56
2005-02-21,156.66
2005-02-22,156.59
2005-02-23,156.63
2005-02-24,156.72
2005-02-25,156.91
2005-02-28,156.86
2005-03-01,156.82
2005-03-02,156.77
2005-03-03,156.85
2005-03-04,156.97
2005-03-07,157.23
2005-03-08,157.34
2005-03-09,157.09
2005-03-10,156.97
2005-03-11,156.82
2005-03-14,156.77
2005-03-15,156.77
2005-03-16,156.15
2005-03-17,155.79
2005-03-18,155.63
2005-03-21,155.02
2005-03-22,154.5
2005-03-23,153.82
2005-03-24,153.99
2005-03-28,153.81
2005-03-29,153.43
2005-03-30,153.0
2005-03-31,152.95
2005-04-01,153.02
2005-04-04,152.91
2005-04-05,153.24
2005-04-06,153.75
2005-04-07,154.06
2005-04-08,154.07
2005-04-11,153.92
2005-04-12,153.63
2005-04-13,153.51
2005-04-14,152.91
2005-04-15,152.45
2005-04-18,152.11
2005-04-19,152.24
2005-04-20,152.54
2005-04-21,152.71
2005-04-22,152.8
2005-04-25,152.75
2005-04-26,152.37
2005-04-27,151.82
2005-04-28,151.55
2005-04-29,151.26
2005-04-30,151.3
2005-05-02,151.43
2005-05-03,151.5
2005-05-04,151.88
2005-05-05,152.09
2005-05-06,151.81
2005-05-09,151.91
2005-05-10,151.8
2005-05-11,151.35
2005-05-12,151.21
2005-05-13,150.74
2005-05-16,150.12
2005-05-17,149.55
2005-05-18,149.87
2005-05-19,150.63
2005-05-20,150.96
2005-05-23,151.58
2005-05-24,151.98
2005-05-25,152.68
2005-05-26,153.17
2005-05-27,153.5
2005-05-30,153.6
2005-05-31,154.03
2005-06-01,154.54
2005-06-02,155.18
2005-06-03,155.5
2005-06-06,155.08
2005-06-07,155.23
2005-06-08,155.13
2005-06-09,154.88
2005-06-10,155.07
2005-06-13,155.12
2005-06-14,155.23
2005-06-15,155.41
2005-06-16,155.36
2005-06-17,155.5
2005-06-20,155.48
2005-06-21,155.69
2005-06-22,155.9
2005-06-23,155.93
2005-06-24,155.87
2005-06-27,155.88
2005-06-28,156.11
2005-06-29,156.32
2005-06-30,156.51
2005-07-01,156.62
2005-07-04,156.73
2005-07-05,156.58
2005-07-06,156.69
2005-07-07,156.71
2005-07-08,157.06
2005-07-11,157.49
2005-07-12,157.83
2005-07-13,157.9
2005-07-14,158.13
2005-07-15,158.23
2005-07-18,158.28
2005-07-19,158.21
2005-07-20,158.24
2005-07-21,158.24
2005-07-22,158.27
2005-07-25,158.41
2005-07-26,158.45
2005-07-27,158.55
2005-07-28,158.67
2005-07-29,158.75
2005-07-31,158.82
2005-08-01,158.74
2005-08-02,158.78
2005-08-03,158.83
2005-08-04,158.88
2005-08-05,158.64
2005-08-08,158.42
2005-08-09,158.52
2005-08-10,158.63
2005-08-11,158.73
2005-08-12,158.9
2005-08-15,159.0
2005-08-16,159.04
2005-08-17,159.1
2005-08-18,159.19
2005-08-19,159.33
2005-08-22,159.44
2005-08-23,159.51
2005-08-24,159.59
2005-08-25,159.69
2005-08-26,159.75
2005-08-29,159.67
2005-08-30,159.61
2005-08-31,159.57
2005-09-01,159.54
2005-09-02,159.48
2005-09-05,159.58
2005-09-06,159.65
2005-09-07,159.62
2005-09-08,159.67
2005-09-09,159.72
2005-09-12,159.74
2005-09-13,159.83
2005-09-14,159.74
2005-09-15,159.59
2005-09-16,159.34
2005-09-19,159.14
2005-09-20,158.83
2005-09-21,158.51
2005-09-22,158.26
2005-09-23,158.5
2005-09-26,158.74
2005-09-27,158.73
2005-09-28,158.62
2005-09-29,158.59
2005-09-30,158.55
2005-10-03,158.72
2005-10-04,158.75
2005-10-05,158.68
2005-10-06,158.43
2005-10-07,158.26
2005-10-10,158.36
2005-10-11,157.92
2005-10-12,157.49
2005-10-13,156.9
2005-10-14,157.1
2005-10-17,157.44
2005-10-18,157.74
2005-10-19,157.72
2005-10-20,157.81
2005-10-21,157.9
2005-10-24,157.95
2005-10-25,157.93
2005-10-26,157.67
2005-10-27,157.47
2005-10-28,157.36
2005-10-31,157.51
2005-11-01,157.54
2005-11-02,157.69
2005-11-03,157.86
2005-11-04,157.83
2005-11-07,157.86
2005-11-08,157.99
2005-11-09,157.91
2005-11-10,157.87
2005-11-11,157.9
2005-11-14,157.9
2005-11-15,157.88
2005-11-16,157.89
2005-11-17,157.85
2005-11-18,158.02
2005-11-21,158.16
2005-11-22,158.31
2005-11-23,158.42
2005-11-24,158.45
2005-11-25,158.52
2005-11-28,158.82
2005-11-29,159.11
2005-11-30,159.27
2005-12-01,159.44
2005-12-02,159.42
2005-12-05,159.49
2005-12-06,159.56
2005-12-07,159.63
2005-12-08,159.76
2005-12-09,159.98
2005-12-12,160.09
2005-12-13,160.1
2005-12-14,160.22
2005-12-15,160.17
2005-12-16,160.23
2005-12-19,160.3
2005-12-20,160.22
2005-12-21,160.2
2005-12-22,160.23
2005-12-23,160.27
2005-12-27,160.46
2005-12-28,160.56
2005-12-29,160.58
2005-12-30,160.65
2005-12-31,160.69
2006-01-03,160.88
2006-01-04,161.17
2006-01-05,161.47
2006-01-06,161.73
2006-01-09,162.05
2006-01-10,161.94
2006-01-11,161.9
2006-01-12,161.86
2006-01-13,161.81
2006-01-16,161.92
2006-01-17,161.8
2006-01-18,161.69
2006-01-19,161.84
2006-01-20,161.84
2006-01-23,162.0
2006-01-24,162.21
2006-01-25,162.46
2006-01-26,162.39
2006-01-27,162.53
2006-01-30,162.81
2006-01-31,162.88
2006-02-01,163.01
2006-02-02,163.11
2006-02-03,163.08
2006-02-06,163.11
2006-02-07,162.93
2006-02-08,162.91
2006-02-09,162.92
2006-02-10,162.96
2006-02-13,162.94
2006-02-14,163.0
2006-02-15,163.27
2006-02-16,163.55
2006-02-17,163.81
2006-02-20,163.92
2006-02-21,164.03
2006-02-22,164.25
2006-02-23,164.29
2006-02-24,164.23
2006-02-27,164.35
2006-02-28,164.47
2006-03-01,164.51
2006-03-02,164.45
2006-03-03,164.38
2006-03-06,164.42
2006-03-07,164.13
2006-03-08,164.06
2006-03-09,164.18
2006-03-10,164.21
2006-03-13,164.34
2006-03-14,164.53
2006-03-15,164.65
2006-03-16,164.96
2006-03-17,165.08
2006-03-20,165.39
2006-03-21,165.61
2006-03-22,165.73
2006-03-23,165.66
2006-03-24,165.79
2006-03-27,166.03
2006-03-28,166.04
2006-03-29,165.8
2006-03-30,165.66
2006-03-31,165.65
2006-04-03,165.64
2006-04-04,165.67
2006-04-05,165.8
2006-04-06,165.73
2006-04-07,165.64
2006-04-10,165.52
2006-04-11,165.63
2006-04-12,165.65
2006-04-13,165.52
2006-04-17,165.6
2006-04-18,165.75
2006-04-19,165.9
2006-04-20,166.06
2006-04-21,166.24
2006-04-24,166.39
2006-04-25,166.36
2006-04-26,166.24
2006-04-27,166.35
2006-04-28,166.55
2006-04-30,166.63
2006-05-01,166.69
2006-05-02,166.8
2006-05-03,166.74
2006-05-04,166.77
2006-05-05,166.87
2006-05-08,167.07
2006-05-09,167.15
2006-05-10,167.28
2006-05-11,167.3
2006-05-12,167.13
2006-05-15,166.99
2006-05-16,166.84
2006-05-17,166.33
2006-05-18,166.31
2006-05-19,166.48
2006-05-22,166.26
2006-05-23,166.27
2006-05-24,166.11
2006-05-25,166.27
2006-05-26,166.54
2006-05-29,166.66
2006-05-30,166.56
2006-05-31,166.55
2006-06-01,166.51
2006-06-02,166.72
2006-06-05,166.74
2006-06-06,166.51
2006-06-07,166.56
2006-06-08,166.43
2006-06-09,166.43
2006-06-12,166.65
2006-06-13,166.3
2006-06-14,165.7
2006-06-15,165.51
2006-06-16,165.61
2006-06-19,165.59
2006-06-20,165.3
2006-06-21,164.89
2006-06-22,164.79
2006-06-23,164.67
2006-06-26,164.57
2006-06-27,164.62
2006-06-28,164.6
2006-06-29,165.07
2006-06-30,165.75
2006-07-03,166.0
2006-07-04,166.04
2006-07-05,165.93
2006-07-06,165.95
2006-07-07,166.13
2006-07-10,166.38
2006-07-11,166.37
2006-07-12,166.32
2006-07-13,166.09
2006-07-14,165.94
2006-07-17,165.89
2006-07-18,165.91
2006-07-19,166.08
2006-07-20,166.35
2006-07-21,166.46
2006-07-24,166.47
2006-07-25,166.53
2006-07-26,166.76
2006-07-27,166.86
2006-07-28,166.95
2006-07-31,167.16
2006-08-01,167.18
2006-08-02,167.51
2006-08-03,167.5
2006-08-04,167.79
2006-08-07,167.91
2006-08-08,168.03
2006-08-09,168.08
2006-08-10,168.08
2006-08-11,168.12
2006-08-14,168.21
2006-08-15,168.41
2006-08-16,168.73
2006-08-17,168.95
2006-08-18,168.95
2006-08-21,168.99
2006-08-22,168.99
2006-08-23,169.05
2006-08-24,169.13
2006-08-25,169.23
2006-08-28,169.4
2006-08-29,169.44
2006-08-30,169.58
2006-08-31,169.73
2006-09-01,169.81
2006-09-04,169.93
2006-09-05,170.13
2006-09-06,170.31
2006-09-07,170.41
2006-09-08,170.56
2006-09-11,170.67
2006-09-12,170.87
2006-09-13,171.19
2006-09-14,171.31
2006-09-15,171.26
2006-09-18,171.28
2006-09-19,171.26
2006-09-20,171.41
2006-09-21,171.33
2006-09-22,171.29
